map_h,map_w,risk1,risk2,risk3
78,94,0.993703,0,0.738341
78,95,0.945445,0,0.653239
78,96,0.8144,0,0.407805
78,97,0.750727,0,0.277599
78,98,0.750036,0,0.255612
79,0,0.903199,0,0
79,19,0.250011,0,0
79,20,0.25,0,0
79,28,0.902248,0,0
79,29,0.900941,0,0
79,38,0.494328,0,0
79,47,0.502415,0,0
79,54,0.697157,0,0
79,55,0.701909,0,0
79,61,0.25,0,0
79,62,0.25,0,0
79,71,0.75,0,0
79,72,0.75,0,0
79,79,0.749941,0,0
79,80,0.749582,0,4.60631e-05
79,81,0.688957,0,0.0304003
79,84,0.25,0,0.324638
79,85,0.25,0,0.398676
79,94,0.999745,0,0.710946
79,95,0.980655,0,0.658622
79,96,0.861089,0,0.397614
79,97,0.787171,0,0.264686
79,98,0.766999,0,0.250336
80,0,0.984194,0,0
80,19,0.25,0,0
80,20,0.25,0,0
80,28,0.987105,0,0
80,29,0.973029,0,0
80,38,0.5,0,0
80,47,0.450558,0,0
80,54,0.407184,0,0
80,55,0.436075,0,0
80,62,0.25,0,0
80,63,0.25,0,0
80,72,0.75,0,0
80,78,0.75,0,0
80,79,0.75,0,0
80,85,0.25,0,0.487554
80,86,0.25,0,0.397088
80,87,0.25,0,0.275681
80,88,0.250024,0,0.250513
80,94,1,0,0.636123
80,95,0.99871,0,0.521185
80,96,0.972894,0,0.341208
80,97,0.913834,0,0.273689
80,98,0.881098,0,0.250164
80,99,0.824739,0,0.25
81,0,0.999962,0,0
81,19,0.25,0,0
81,20,0.25,0,0
81,28,0.99997,0,0
81,29,0.999835,0,0
81,37,0.5,0,0
81,38,0.5,0,0
81,47,0.315656,0,0
81,54,0.250695,0,0
81,55,0.2512,0,0
81,62,0.25,0,0
81,63,0.25,0,0
81,73,0.75,0,0
81,76,0.75,0,0
81,77,0.75,0,0
81,78,0.75,0,0
81,85,0.251254,0,0.50086
81,86,0.25,0,0.434604
81,87,0.250384,0,0.31503
81,88,0.259122,0,0.259753
81,96,0.999709,0,0.308091
81,97,0.993452,0,0.262018
81,98,0.982935,0,0.250039
81,99,0.974685,0,0.25
82,0,1,0,0
82,19,0.25017,0,0
82,20,0.250078,0,0
82,28,1,0,0
82,29,1,0,0
82,37,0.500031,0,0
82,38,0.500163,0,0
82,47,0.250417,0,0
82,54,0.25,0,0
82,55,0.25,0,0
82,63,0.25,0,0
82,73,0.75,0,0
82,74,0.75,0,0
82,76,0.75,0,0
82,77,0.75,0,0
82,85,0.277289,0,0.527232
82,86,0.250119,0,0.47352
82,88,0.313376,0,0.275757
82,89,0.355735,0,0.250186
82,96,1,0,0.262109
82,97,0.999988,0,0.250407
82,98,0.999916,0,0.25
82,99,0.999789,0,0.25
83,0,1,0,0
83,1,1,0,0
83,19,0.281512,0,0
83,20,0.272376,0,0
83,28,1,0,0
83,29,1,0,0
83,37,0.512074,0,0
83,38,0.524868,0,0
83,47,0.25,0,0
83,54,0.25,0,0
83,55,0.25,0,0
83,64,0.25,0,0
83,74,0.75,0,0
83,75,0.75,0,0
83,76,0.75,0,0
83,83,0.499348,0,0.748886
83,84,0.466558,0,0.716558
83,89,0.466014,0,0.251793
83,90,0.580994,0,0.291369
83,97,0.999687,0,0.25
83,98,0.991752,0,0.25
83,99,0.973352,0,0.25
84,0,1,0,0
84,1,1,0,0
84,19,0.37783,0,0
84,20,0.359675,0,0
84,28,1,0,0
84,29,1,0,0
84,37,0.575509,0,0
84,38,0.596353,0,0
84,47,0.25,0,0
84,54,0.250166,0,0
84,55,0.25003,0,0
84,64,0.25,0,0
84,65,0.250021,0,0
84,74,0.75,0,0
84,75,0.75,0,0
84,82,0.5,0,0.691799
84,83,0.5,0,0.739225
84,89,0.583446,0,0.291772
84,90,0.790464,0,0.395232
84,98,0.904578,0,0.25
84,99,0.870478,0,0.25
85,0,1,0,0
85,1,1,0,0
85,19,0.49045,0,0
85,20,0.482812,0,0
85,28,1,0,0
85,29,1,0,0
85,37,0.6889,0,0
85,38,0.713104,0,0
85,47,0.25,0,0
85,54,0.274566,0,0
85,55,0.26197,0,0
85,65,0.259816,0,0
85,73,0.749158,0,0
85,74,0.75,0,0
85,75,0.75,0,0
85,80,0.5,0,0.44611
85,81,0.5,0,0.500006
85,82,0.5,0,0.594318
85,91,0.997989,0,0.499667
85,98,0.782823,0,0.251065
85,99,0.764052,0,0.25
86,0,1,0,0
86,1,1,0,0
86,19,0.592594,0,0
86,20,0.609236,0,0
86,28,1,0,0
86,29,1,0,0
86,37,0.749669,0,0
86,38,0.749903,0,0
86,47,0.25,0,0
86,54,0.373619,0,0
86,55,0.341245,0,0
86,65,0.329028,0,0
86,66,0.386098,0,0
86,73,0.734332,0,0
86,74,0.749967,0,0
86,75,0.749672,0,0
86,79,0.5,0,0.0471763
86,80,0.5,0,0.270768
86,81,0.5,0,0.449706
86,91,1,0,0.536214
86,98,0.750152,0,0.27345
86,99,0.750032,0,0.250063
87,0,1,0,0
87,1,1,0,0
87,19,0.70623,0,0
87,20,0.715453,0,0
87,28,0.999963,0,0
87,29,0.999799,0,0
87,37,0.75,0,0
87,38,0.75,0,0
87,46,0.25,0,0
87,47,0.25,0,0
87,54,0.483015,0,0
87,55,0.465113,0,0
87,66,0.483457,0,0
87,67,0.499343,0,0
87,71,0.490268,0,0
87,72,0.619632,0,0
87,76,0.661719,0,0
87,78,0.500109,0,0.000696682
87,79,0.5,0,0.00666674
87,92,0.999734,0,0.713542
87,93,0.992057,0,0.745559
87,96,0.750166,0,0.477834
87,97,0.75,0,0.401978
88,0,1,0,0
88,1,1,0,0
88,18,0.749953,0,0
88,19,0.749812,0,0
88,20,0.749877,0,0
88,28,0.985528,0,0
88,29,0.969808,0,0
88,37,0.75,0,0
88,38,0.75,0,0
88,46,0.25,0,0
88,47,0.25,0,0
88,54,0.5002,0,0
88,55,0.499895,0,0
88,66,0.499975,0,0
88,67,0.499912,0,0
88,70,0.337019,0,0
88,71,0.36697,0,0
88,76,0.541937,0,0
88,77,0.501428,0,0
88,92,0.992134,0,0.747413
88,93,0.951695,0,0.749854
88,94,0.87375,0,0.721649
88,95,0.765066,0,0.583725
89,0,1,0,0
89,1,1,0,0
89,18,0.749965,0,0
89,19,0.749802,0,0
89,20,0.749555,0,0
89,28,0.924428,0,0
89,29,0.897627,0,0
89,37,0.750012,0,0
89,38,0.750057,0,0
89,46,0.25,0,0
89,47,0.25,0,0
89,54,0.539936,0,0
89,55,0.523013,0,0
89,67,0.499242,0,0
89,69,0.292864,0,0
89,70,0.271221,0,0
89,76,0.500115,0,0
89,77,0.500002,0,3.99146e-06
89,93,0.867441,0,0.75
89,94,0.785736,0,0.748837
89,95,0.750706,0,0.716581
90,0,1,0,0
90,1,1,0,0
90,18,0.734643,0,0
90,19,0.708027,0,0
90,20,0.661908,0,0
90,28,0.81116,0,0
90,29,0.784908,0,0
90,37,0.755739,0,0
90,38,0.761921,0,0
90,46,0.25,0,0
90,47,0.25,0,0
90,54,0.6444,0,0
90,55,0.655725,0,0
90,68,0.398602,0,0
90,69,0.274111,0,0
90,78,0.502141,0,0.00428174
90,94,0.750056,0,0.75095
90,95,0.727318,0,0.772616
91,1,0.999785,0,0
91,18,0.665743,0,0
91,19,0.610729,0,0
91,20,0.535765,0,0
91,28,0.654971,0,0
91,37,0.802009,0,0
91,38,0.822773,0,0
91,46,0.25,0,0
91,47,0.25,0,0
91,54,0.749403,0,0
91,55,0.816204,0,0
91,68,0.274144,0,0
91,78,0.528326,0,0.0566529
91,79,0.558207,0,0.116415
91,94,0.726718,0,0.773282
91,95,0.648393,0,0.851607
92,1,0.960702,0,0
92,18,0.480197,0,0
92,19,0.490982,0,0
92,20,0.499483,0,0
92,28,0.53351,0,0
92,37,0.929881,0,0
92,38,0.956526,0,0
92,46,0.25,0,0
92,47,0.25,0,0
92,55,0.891008,0,0
92,56,0.97098,0,0
92,66,0.304471,0,0
92,67,0.267851,0,0
92,68,0.250815,0,0
92,69,0.25,0,0
92,78,0.722489,0,0.445031
92,79,0.829387,0,0.660188
92,96,0.45863,0,0.989745
93,1,0.826639,0,0
93,18,0.317245,0,0
93,19,0.369199,0,0
93,20,0.453016,0,0
93,28,0.500069,0,0
93,37,0.99964,0,0
93,38,0.999867,0,0
93,46,0.25,0,0
93,47,0.25,0,0
93,55,0.9705,0,0
93,56,0.998709,0,0
93,66,0.401567,0,0
93,67,0.331447,0,0
93,69,0.250077,0,0
93,79,0.967432,0,0.947084
93,96,0.346638,0,0.99962
93,97,0.319866,0,0.999969
94,1,0.750423,0,0
94,18,0.261771,0,0
94,19,0.283724,0,0
94,20,0.328588,0,0
94,28,0.499817,0,0
94,37,1,0,0
94,38,1,0,0
94,46,0.25,0,0
94,47,0.25,0,0
94,55,0.999856,0,0
94,56,1,0,0
94,64,0.501203,0,0
94,65,0.499379,0,0
94,66,0.482371,0,0
94,69,0.250583,0,0
94,70,0.25,0,0
94,80,0.748242,0,0.74812
94,97,0.264734,0,0.985676
95,1,0.749982,0,0
95,18,0.250029,0,0
95,19,0.250189,0,0
95,20,0.250699,0,0
95,28,0.455143,0,0
95,37,1,0,0
95,38,1,0,0
95,46,0.25,0,0
95,47,0.25,0,0
95,55,1,0,0
95,56,1,0,0
95,64,0.525956,0,0
95,65,0.500054,0,0
95,70,0.25,0,0
95,80,0.553121,0,0.553121
95,81,0.508855,0,0.508855
95,97,0.250032,0,0.931983
95,98,0.25,0,0.981822
96,1,0.739552,0,0
96,18,0.25,0,0
96,19,0.25,0,0
96,20,0.25,0,0
96,28,0.310697,0,0
96,37,1,0,0
96,38,1,0,0
96,46,0.25,0,0
96,47,0.25,0,0
96,55,1,0,0
96,56,1,0,0
96,57,1,0,0
96,62,0.743207,0,0
96,63,0.693874,0,0
96,64,0.575125,0,0
96,71,0.25,0,0
96,80,0.503354,0,0.503354
96,81,0.501345,0,0.500454
96,95,0.250383,0,0.66213
96,96,0.25,0,0.730529
96,97,0.25,0,0.83804
96,98,0.25,0,0.917626
96,99,0.25,0,0.998824
97,1,0.669254,0,0
97,2,0.633087,0,0
97,18,0.25,0,0
97,19,0.25,0,0
97,28,0.250335,0,0
97,37,1,0,0
97,46,0.25,0,0
97,47,0.25,0,0
97,55,1,0,0
97,56,1,0,0
97,57,1,0,0
97,58,0.999323,0,0
97,61,0.760405,0,0
97,62,0.807226,0,0
97,63,0.85581,0,0
97,71,0.25,0,0
97,72,0.25,0,0
97,82,0.5,0,0.372579
97,92,0.501287,0,0.751287
97,93,0.472579,0,0.722637
97,94,0.361091,0,0.639453
97,95,0.258235,0,0.643531
97,99,0.25,0,0.999713
98,1,0.557957,0,0
98,2,0.528068,0,0
98,18,0.25,0,0
98,19,0.25,0,0
98,28,0.25,0,0
98,37,1,0,0
98,46,0.25,0,0
98,47,0.25,0,0
98,55,1,0,0
98,57,1,0,0
98,58,0.999901,0,0
98,60,0.837536,0,0
98,61,0.869572,0,0
98,62,0.940263,0,0
98,71,0.25,0,0
98,72,0.25,0,0
98,82,0.5,0,0.275132
98,83,0.5,0,0.251121
98,91,0.630022,0,0.880022
98,92,0.529635,0,0.779635
98,93,0.483713,0,0.733713
99,2,0.500079,0,0
99,18,0.25,0,0
99,19,0.25,0,0
99,28,0.25,0,0
99,37,1,0,0
99,46,0.25,0,0
99,47,0.25,0,0
99,55,1,0,0
99,57,1,0,0
99,58,1,0,0
99,59,0.997984,0,0
99,60,0.948339,0,0
99,61,0.968309,0,0
99,62,0.993281,0,0
99,63,0.99969,0,0
99,72,0.25,0,0
99,73,0.25,0,0
99,82,0.5,0,0.250085
99,83,0.5,0,0.25
99,89,0.75,0,1
99,90,0.748821,0,0.998821
99,91,0.716361,0,0.966361
