map_h,map_w,risk1,risk2,risk3
44,61,0.337781,0.000284942,0.25
44,62,0.26452,0.00823497,0.25
44,71,0.808839,0,0.928892
44,72,0.805356,0,0.884556
44,73,0.776266,0,0.78572
44,74,0.750976,0,0.750178
44,75,0.749873,0,0.743082
44,83,0.25,0,0.941013
44,87,0.254759,0,0.500087
44,88,0.27708,0,0.5
44,89,0.371208,0,0.499593
44,91,0.0608235,0,0.272738
44,92,0.00196336,0,0.25074
45,3,0.75,0,0
45,25,0.402532,0,0
45,26,0.464765,0,0
45,27,0.544502,0,0
45,28,0.893298,0,0
45,31,0.791323,0,0
45,33,0.447056,0,0
45,34,0.344309,0,0
45,35,0.278792,0,0
45,36,0.25019,0,0
45,46,0.500704,0,0
45,47,0.517889,0,0
45,53,0.999975,0,0
45,54,0.999937,0,6.34143e-05
45,57,0.760544,0,0.214833
45,58,0.643924,0,0.248766
45,59,0.553713,0,0.25
45,62,0.25056,1.62491e-05,0.25
45,71,0.731033,0,0.992861
45,72,0.703634,0,0.960723
45,73,0.68615,0,0.87544
45,74,0.712263,0,0.788127
45,75,0.707955,0,0.791745
45,83,0.25,0,0.999022
45,84,0.250024,0,0.999229
45,87,0.250213,0,0.500421
45,88,0.255482,0,0.5
45,92,0,0,0.27867
46,2,0.749876,0,0
46,3,0.75,0,0
46,23,0.250074,0,0
46,24,0.251078,0,0
46,25,0.283211,0,0
46,26,0.328812,0,0
46,30,0.817227,0,0
46,31,0.729767,0,0
46,36,0.25008,0,0
46,37,0.25,0,0
46,38,0.25,0,0
46,39,0.25,0,0
46,46,0.5,0,0
46,53,0.99988,0,0
46,54,0.999946,0,2.56572e-05
46,55,0.98924,0,0.0107601
46,56,0.933062,0,0.0669375
46,57,0.887164,0,0.112183
46,62,0.25,0,0.25
46,63,0.25,0,0.25
46,71,0.657019,0,0.997972
46,72,0.603064,0,0.995533
46,73,0.544261,0,0.979099
46,74,0.54527,0,0.954806
46,75,0.540914,0,0.959086
46,84,0.260803,0,0.978332
46,85,0.283715,0,0.891992
46,86,0.272357,0,0.596399
46,92,0,0,0.384858
46,93,0,0,0.419627
47,2,0.732848,0,0
47,23,0.264527,0,0
47,24,0.256931,0,0
47,25,0.250597,0,0
47,26,0.250533,0,0
47,27,0.250355,0,0
47,30,0.707191,0,0
47,31,0.748889,0,0
47,37,0.25,0,0
47,38,0.25,0,0
47,39,0.250051,0,0
47,40,0.274668,0,0
47,45,0.500234,0,0
47,46,0.501036,0,0
47,54,0.983938,0,0
47,55,0.999067,0,0.000432821
47,56,0.989041,0,0.0114006
47,62,0.25,0,0.25
47,63,0.25,0.000838813,0.250839
47,71,0.519911,0,0.925774
47,72,0.522667,0,0.998899
47,73,0.501087,0,0.999883
47,74,0.500145,0,0.99969
47,75,0.500131,0,0.999832
47,76,0.499984,0,0.999929
47,84,0.354889,0,0.790222
47,85,0.417103,0,0.663113
47,92,0,0,0.4683
47,93,0,0,0.498357
48,0,0.519509,0,0
48,1,0.58515,0,0
48,22,0.436927,0,0
48,23,0.361826,0,0
48,24,0.334329,0,0
48,28,0.275256,0,0
48,29,0.441532,0,0
48,30,0.649243,0,0
48,31,0.739019,0,0
48,39,0.250284,0,0
48,40,0.298065,0,0
48,41,0.425495,0,0
48,42,0.49308,0,0
48,43,0.499566,0,0
48,44,0.503956,0,0
48,45,0.588008,0,0
48,54,0.886013,0,0
48,55,0.975396,0,2.37686e-05
48,56,0.999339,0,0.0102625
48,57,0.999797,0,0.0584554
48,63,0.25,0.0220171,0.272017
48,64,0.25,0.0978984,0.347898
48,69,0.250036,0,0.500072
48,70,0.26518,0,0.530238
48,71,0.37144,0,0.742209
48,73,0.499971,0,0.984632
48,74,0.5,0,0.968391
48,75,0.499303,0,0.983242
48,76,0.483258,0,0.982506
48,77,0.454641,0,0.954666
48,82,0.25066,0,0.99868
48,83,0.351416,0,0.797168
48,84,0.456598,0,0.583341
48,85,0.491776,0,0.452923
48,86,0.499641,0,0.390127
48,93,0,0,0.574377
49,0,0.500672,0,0
49,1,0.515321,0,0
49,20,0.36642,0,0
49,21,0.477925,0,0
49,22,0.499638,0,0
49,23,0.492871,0,0
49,30,0.563106,0,0
49,31,0.667847,0,0
49,32,0.73932,0,0
49,33,0.749976,0,0
49,42,0.46348,0,0
49,43,0.433477,0,0
49,44,0.549344,0,0
49,45,0.904744,0,0
49,53,0.760188,0,0
49,54,0.794785,0,0
49,57,0.99769,0,0.112319
49,58,0.977416,0,0.235946
49,59,0.911036,0,0.308087
49,64,0.25,0.163645,0.413732
49,65,0.25,0.232269,0.482448
49,68,0.25,0.000163833,0.500012
49,69,0.25,0,0.5
49,70,0.25071,0,0.50142
49,73,0.49978,0,0.86366
49,74,0.499947,0,0.852122
49,75,0.480793,0,0.875277
49,76,0.400649,0,0.881673
49,77,0.335854,0,0.836168
49,80,0.25,0,0.999947
49,81,0.25,0,1
49,82,0.250072,0,0.999855
49,85,0.499971,0,0.331152
49,86,0.5,0,0.303199
49,94,0,0,0.719624
50,0,0.5,0,0
50,19,0.258606,0,0
50,20,0.314064,0,0
50,21,0.445414,0,0
50,22,0.499795,0,0
50,23,0.499987,0,0
50,30,0.509301,0,0
50,31,0.596323,0,0
50,32,0.710859,0,0
50,33,0.749182,0,0
50,34,0.75,0,0
50,35,0.75,0,0
50,43,0.286794,0,0
50,44,0.481582,0,0
50,45,0.930034,0,0
50,46,0.997546,0,0
50,47,0.999955,0,0
50,53,0.750195,0,0
50,54,0.755137,0,0
50,59,0.739612,0,0.390924
50,64,0.25,0.201923,0.508505
50,65,0.25,0.245695,0.502586
50,67,0.25,0.0479192,0.535097
50,68,0.25,6.9872e-05,0.509455
50,69,0.25,0,0.500255
50,74,0.499698,0,0.72787
50,75,0.46037,0,0.719684
50,76,0.351493,0,0.746995
50,77,0.265301,0,0.767083
50,78,0.250656,0,0.833578
50,80,0.25,0,0.99978
50,81,0.25,0,1
50,86,0.5,0,0.25808
50,93,0,0,0.849908
50,94,0,0,0.777111
51,18,0.250001,0,0
51,19,0.251071,0,0
51,21,0.435001,0,0
51,22,0.499685,0,0
51,30,0.500194,0,0
51,31,0.530425,0,0
51,35,0.75,0,0
51,36,0.75,0,0
51,37,0.75,0,0
51,43,0.253748,0,0
51,46,0.998669,0,0
51,47,0.999993,0,0
51,48,0.996263,0,0
51,49,0.938604,0,0
51,52,0.75,0,0
51,53,0.750007,0,0
51,60,0.508678,0,0.512812
51,61,0.412945,0,0.590056
51,65,0.250135,0.15178,0.597945
51,66,0.25,0.0790934,0.667295
51,67,0.25,0.00314457,0.680109
51,75,0.484788,0,0.598511
51,76,0.412024,0,0.60547
51,77,0.322664,0,0.70687
51,78,0.29616,0,0.808724
51,79,0.272696,0,0.949626
51,87,0.49411,0,0.25
51,88,0.470742,0,0.25
51,92,0,0,0.97884
51,93,0,0,0.909493
52,17,0.25,0,0
52,18,0.251584,0,0
52,21,0.531554,0,0
52,22,0.520558,0,0
52,30,0.470499,0,0
52,31,0.478437,0,0
52,36,0.75,0,0
52,37,0.749984,0,0
52,38,0.741174,0,0
52,43,0.250918,0,0
52,47,0.999956,0,0
52,48,0.984428,0,0
52,49,0.891975,0,0
52,50,0.773143,0,0
52,51,0.750073,0,0
52,52,0.750547,0,0
52,61,0.367968,0,0.63187
52,62,0.269716,0,0.728115
52,63,0.273275,0,0.703371
52,64,0.302704,8.61504e-05,0.644503
52,65,0.306285,0.000864253,0.636566
52,66,0.253049,0.000231888,0.743572
52,67,0.25,0,0.746502
52,75,0.500641,0,0.516121
52,76,0.485313,0,0.527844
52,77,0.458882,0,0.62524
52,78,0.440267,0,0.756864
52,79,0.426481,0,0.838875
52,87,0.431414,0,0.25
52,88,0.370254,0,0.25
52,92,0.000125321,0,0.998619
52,93,0,0,0.975543
53,16,0.25,0,0
53,17,0.250115,0,0
53,20,0.692177,0,0
53,21,0.683334,0,0
53,22,0.621323,0,0
53,30,0.378564,0,0
53,31,0.398546,0,0
53,39,0.554027,0,0
53,40,0.508741,0,0
53,41,0.461758,0,0
53,42,0.318464,0,0
53,50,0.752075,0,0
53,51,0.751761,0,0
53,52,0.809176,0,0
53,62,0.349035,0,0.473556
53,63,0.364725,0,0.489014
53,64,0.386336,0,0.474988
53,65,0.43577,0,0.378411
53,75,0.556688,0,0.469958
53,76,0.505798,0,0.523596
53,77,0.50068,0,0.613632
53,78,0.51249,0,0.725676
53,79,0.580576,0,0.850426
53,80,0.69322,0,0.953838
53,88,0.273524,0,0.25
53,89,0.255093,0,0.250004
53,90,0.248614,0,0.255407
53,91,0.148642,0,0.554082
54,15,0.25,0,0
54,16,0.25,0,0
54,20,0.74883,0,0
54,21,0.739108,0,0
54,22,0.715811,0,0
54,30,0.278064,0,0
54,31,0.3023,0,0
54,40,0.500907,0,0
54,41,0.525564,0,0
54,42,0.600017,0,0
54,51,0.761084,0,0
54,52,0.90445,0,0
54,53,0.972486,0,0
54,54,0.999805,0,0
54,62,0.476606,0,0.103612
54,63,0.469897,0,0.175537
54,64,0.475792,0,0.247692
54,65,0.457142,0,0.334594
54,66,0.303716,0,0.642566
54,75,0.791697,0,0.352209
54,76,0.59923,0,0.468697
54,77,0.5127,0,0.639002
54,78,0.586402,0,0.815561
54,79,0.675488,0,0.925344
54,80,0.737135,0,0.987127
54,81,0.749961,0,0.999568
54,88,0.250075,0,0.250022
54,89,0.250008,0,0.250477
54,90,0.250006,0,0.251914
55,14,0.25,0,0
55,15,0.25,0,0
55,20,0.749998,0,0
55,21,0.749965,0,0
55,30,0.250283,0,0
55,41,0.598989,0,0
55,42,0.722971,0,0
55,43,0.74922,0,0
55,44,0.7494,0,0
55,45,0.722438,0,0
55,50,0.588611,0,0
55,51,0.695837,0,0
55,53,0.987197,0,0
55,54,0.999975,0,0
55,55,0.999979,0,0
55,56,0.988559,0,0
55,60,0.71023,0,0
55,61,0.620091,0,4.92898e-05
55,62,0.530268,0,0.0142229
55,63,0.500037,0,0.0709018
55,66,0.275654,0,0.69891
55,67,0.305646,0,0.72209
55,68,0.460571,0,0.644715
55,73,0.999369,0,0.25
55,74,0.995798,0,0.250587
55,77,0.781166,0,0.860129
55,78,0.820155,0,0.960752
55,79,0.788232,0,0.986391
55,80,0.758864,0,0.999031
55,81,0.750658,0,0.983471
55,82,0.75002,0,0.916348
55,89,0.250336,0,0.254219
55,90,0.262874,0,0.283356
56,14,0.250185,0,0
56,20,0.75,0,0
56,21,0.75,0,0
56,30,0.302503,0,0
56,41,0.712629,0,0
56,42,0.748809,0,0
56,45,0.641041,0,0
56,46,0.518133,0,0
56,47,0.50004,0,0
56,50,0.513299,0,0
56,51,0.584279,0,0
56,55,0.999879,0,0
56,56,0.97637,0,0
56,57,0.851779,0,0
56,58,0.732145,0,0
56,59,0.738921,0,0
56,60,0.733982,0,0
56,61,0.678226,0,0
56,69,0.686425,0,0.53084
56,70,0.749829,0,0.47593
56,71,0.757391,0,0.390258
56,73,0.999567,0,0.25
56,74,0.999451,0,0.25
56,78,0.963602,0,0.999884
56,79,0.91295,0,0.999962
56,80,0.826463,0,0.990915
56,81,0.761516,0,0.92258
56,82,0.750755,0,0.819234
56,83,0.757057,0,0.758151
56,90,0.343227,0,0.445263
57,14,0.291646,0,0
57,20,0.75,0,0
57,21,0.75,0,0
57,30,0.453571,0,0
57,41,0.749921,0,0
57,42,0.75,0,0
57,46,0.500779,0,0
57,47,0.5,0,0
57,48,0.5,0,0
57,49,0.5,0,0
57,50,0.498939,0,0
57,57,0.663871,0,0
57,58,0.658797,0,0
57,59,0.695078,0,0
57,60,0.771209,0,0
57,70,0.750022,0,0.394462
57,71,0.763127,0,0.289345
57,72,0.866539,0,0.250039
57,73,0.986663,0,0.25
57,78,0.994793,0,0.999012
57,79,0.978704,0,0.999676
57,80,0.921869,0,0.970176
57,81,0.804829,0,0.835368
57,82,0.767706,0,0.759353
57,83,0.799614,0,0.750246
57,91,0.492201,0,0.741021
58,14,0.416815,0,0
58,20,0.75,0,0
58,21,0.75,0,0
58,30,0.499725,0,0
58,41,0.749451,0,0
58,42,0.749891,0,0
58,49,0.49992,0,0
58,50,0.470613,0,0
58,51,0.35109,0,0
58,57,0.451885,0,0
58,58,0.481025,0,0
58,59,0.600367,0,0
58,60,0.86174,0,0
58,61,0.978461,0,0
58,62,0.998919,0,0
58,71,0.77341,0,0.212996
58,72,0.85694,0,0.23597
58,73,0.964631,0,0.249517
58,74,0.999819,0,0.277216
58,75,1,0,0.368716
58,80,0.979318,0,0.907298
58,81,0.852647,0,0.777151
58,82,0.839122,0,0.750747
58,83,0.889852,0,0.750001
58,84,0.962891,0,0.75
58,91,0.498837,0,0.764621
59,14,0.518207,0,0
59,20,0.75,0,0
59,21,0.75,0,0
59,30,0.5,0,0
59,41,0.636867,0,0
59,49,0.499383,0,0
59,50,0.417869,0,0
59,51,0.289003,0,0
59,52,0.250707,0,0
59,57,0.309673,0,0
59,58,0.317777,0,0
59,60,0.847038,0,0
59,61,0.999522,0,0
59,62,1,0,0
59,63,1,0,0
59,71,0.758457,0,0.137338
59,72,0.818183,0,0.16858
59,74,0.999926,0,0.311812
59,75,1,0,0.407275
59,76,1,0,0.485249
59,80,0.998875,0,0.623332
59,81,0.952482,0,0.713833
59,82,0.942911,0,0.749988
59,83,0.980592,0,0.75
59,84,0.997007,0,0.751979
59,91,0.499997,0,0.845331
59,92,0.5,0,0.885836
60,13,0.641352,0,0
60,20,0.75,0,0
60,21,0.75,0,0
60,30,0.5,0,0
60,41,0.335767,0,0
60,49,0.499848,0,0
60,53,0.250585,0,0
60,54,0.266241,0,0
60,57,0.25949,0,0
60,58,0.267062,0,0
60,62,1,0,0
60,63,1,0,0
60,64,1,0,0
60,65,1,0,0
60,66,1,0,0
60,71,0.750436,0,0.0461299
60,76,1,0,0.498902
60,77,1,0,0.500371
60,78,1,0,0.501259
60,79,1,0,0.505329
60,80,1,0,0.533512
60,81,0.999938,0,0.661576
60,82,0.999765,0,0.749723
60,83,0.999871,0,0.750087
60,84,0.964518,0,0.785482
60,85,0.845822,0,0.904178
60,92,0.5,0,0.978781
60,93,0.5,0,0.998836
61,13,0.790321,0,0
61,20,0.75,0,0
61,21,0.75,0,0
61,30,0.499796,0,0
61,41,0.250274,0,0
61,49,0.5,0,0
61,53,0.270456,0,0
61,54,0.318138,0,0
61,55,0.338334,0,0
61,56,0.312728,0,0
61,57,0.257053,0,0
61,58,0.250146,0,0
61,64,1,0,0
61,65,1,0,0
61,66,1,0,0
61,67,0.999672,0,0
61,70,0.750156,0,5.25152e-05
61,71,0.75,0,0.000250596
61,78,1,0,0.5
61,79,1,0,0.500297
61,80,1,0,0.529651
61,81,1,0,0.675769
61,82,1,0,0.74963
61,83,0.999558,0,0.75037
61,84,0.919666,0,0.829942
61,85,0.787758,0,0.962174
61,86,0.750811,0,0.999093
61,92,0.5,0,0.999942
61,93,0.5,0,1
62,13,0.905964,0,0
62,20,0.749747,0,0
62,21,0.749868,0,0
62,30,0.460337,0,0
62,40,0.25,0,0
62,41,0.25,0,0
62,48,0.5,0,0
62,49,0.5,0,0
62,55,0.441049,0,0
62,56,0.419126,0,0
62,57,0.288424,0,0
62,66,0.999985,0,0
62,67,0.992893,0,0
62,68,0.919084,0,0
62,69,0.786722,0,0
62,70,0.750178,0,0
62,82,0.998729,0,0.749921
62,83,0.973606,0,0.750073
62,84,0.884315,0,0.790822
62,85,0.761018,0,0.953464
62,86,0.711076,0,0.998653
62,92,0.5,0,1
62,93,0.5,0,1
63,13,0.973285,0,0
63,20,0.694048,0,0
63,21,0.711144,0,0
63,30,0.323718,0,0
63,40,0.250156,0,0
63,48,0.5,0,0
63,49,0.5,0,0
63,55,0.633956,0,0
63,56,0.653886,0,0
63,57,0.551824,0,0
63,58,0.440378,0,0
63,68,0.838527,0,0
63,69,0.759485,0,0
63,70,0.750019,0,0
63,71,0.750026,0,0
63,83,0.86074,0,0.75
63,84,0.779061,0,0.75134
63,85,0.709359,0,0.80608
63,86,0.481567,0,0.964225
63,87,0.33005,0,0.999912
63,91,0.499973,0,1
63,92,0.5,0,1
64,13,0.99984,0,0
64,20,0.542641,0,0
64,21,0.559218,0,0
64,29,0.250111,0,0
64,30,0.2505,0,0
64,40,0.335504,0,0
64,48,0.5,0,0
64,49,0.5,0,0
64,55,0.728913,0,0
64,56,0.739134,0,0
64,59,0.499976,0,0
64,60,0.5,0,0
64,61,0.5,0,0
64,69,0.728698,0,0
64,70,0.749188,0,0
64,71,0.750122,0,0
64,72,0.784451,0,0
64,73,0.9258,0,0
64,74,0.999528,0,0
64,84,0.750159,0,0.750342
64,85,0.685006,0,0.784406
64,86,0.413509,0,0.923712
64,87,0.256748,0,0.99958
64,88,0.250503,0,1
64,90,0.475889,0,1
64,91,0.499796,0,1
65,13,1,0,0
65,20,0.499632,0,0
65,21,0.500198,0,0
65,29,0.25,0,0
65,40,0.658016,0,0
65,48,0.499943,0,0
65,49,0.499807,0,0
65,55,0.749894,0,0
65,56,0.749936,0,0
65,61,0.5,0,0
65,62,0.5,0,0
65,63,0.5,0,0
65,68,0.586514,0,0
65,73,0.968575,0,0
65,74,0.99993,0,0
65,75,1,0,0
65,84,0.733705,0,0.766216
65,85,0.658779,0,0.822463
65,86,0.442433,0,0.944417
65,87,0.302644,0,0.999696
65,88,0.257575,0,1
65,89,0.281544,0,1
66,12,1,0,0
66,13,1,0,0
66,20,0.423085,0,0
66,21,0.451403,0,0
66,29,0.25,0,0
66,39,0.81322,0,0
66,40,0.831588,0,0
66,48,0.477673,0,0
66,49,0.4632,0,0
66,55,0.75,0,0
66,56,0.75,0,0
66,62,0.5,0,0
66,63,0.5,0,0
66,64,0.5,0,0
66,65,0.5,0,0
66,68,0.517778,0,0
66,74,1,0,0
66,75,1,0,0
66,76,1,0,0
66,77,1,0,0
66,85,0.576088,0,0.91983
66,86,0.479726,0,0.985342
66,87,0.411145,0,0.999955
66,88,0.29475,0,0.999959
66,89,0.251004,0,0.999814
67,12,1,0,0
67,13,1,0,0
67,20,0.289055,0,0
67,29,0.250325,0,0
67,39,0.910859,0,0
67,40,0.928024,0,0
67,48,0.328212,0,0
67,49,0.325413,0,0
67,55,0.75,0,0
67,56,0.75,0,0
67,65,0.5,0,0
67,66,0.5,0,0
67,67,0.49875,0,0
67,76,1,0,0
67,77,1,0,0
67,78,0.999965,0,3.50975e-05
67,79,0.977293,0,0.0227075
67,85,0.516084,0,0.982371
67,86,0.495611,0,0.999335
67,87,0.457874,0,0.999486
67,88,0.316702,0,0.984639
67,89,0.250305,0,0.971957
67,90,0.25004,0,0.974567
68,12,1,0,0
68,13,1,0,0
68,20,0.250204,0,0
68,29,0.30313,0,0
68,39,0.975503,0,0
68,40,0.988035,0,0
68,48,0.250345,0,0
68,49,0.25043,0,0
68,55,0.75,0,0
68,56,0.75,0,0
68,66,0.499641,0,0
68,67,0.424416,0,0
68,68,0.335586,0,0
68,77,1,0,0
68,78,0.99986,0,0.000139703
68,79,0.967299,0,0.0327012
68,80,0.832818,0,0.167848
68,81,0.750511,0,0.296387
68,86,0.499462,0,0.998706
68,87,0.461319,0,0.982097
68,88,0.28308,0,0.908659
68,89,0.250055,0,0.911224
68,90,0.25,0,0.895586
69,12,1,0,0
69,13,1,0,0
69,20,0.25,0,0
69,29,0.442872,0,0
69,39,0.999866,0,0
69,40,0.999973,0,0
69,48,0.25,0,0
69,55,0.75,0,0
69,56,0.75,0,0
69,66,0.499291,0,0
69,67,0.392982,0,0
69,69,0.250107,0,0
69,70,0.25,0,0
69,80,0.80435,0,0.214312
69,81,0.750084,0,0.359703
69,82,0.749702,0,0.421341
69,83,0.740743,0,0.481577
69,87,0.31097,0,0.689697
69,88,0.252224,0,0.778959
69,89,0.25,0,0.801364
69,90,0.25,0,0.791071
69,91,0.252811,0,0.772628
70,12,1,0,0
70,13,1,0,0
70,20,0.25,0,0
70,29,0.499699,0,0
70,39,1,0,0
70,40,1,0,0
70,48,0.25,0,0
70,55,0.75,0,0
70,56,0.75,0,0
70,66,0.49917,0,0
70,67,0.41724,0,0
70,69,0.250146,0,0
70,70,0.25,0,0
70,71,0.25,0,0
70,81,0.749959,0,0.426448
70,82,0.740171,0,0.478701
70,83,0.706202,0,0.499067
70,84,0.624324,0,0.49994
70,87,0.250084,0,0.523294
70,88,0.25,0,0.696102
70,89,0.25,0,0.750038
70,90,0.250074,0,0.75007
70,91,0.285438,0,0.714674
70,92,0.42806,0,0.571956
71,12,1,0,0
71,13,1,0,0
71,20,0.25,0,0
71,29,0.5,0,0
71,39,1,0,0
71,48,0.25,0,0
71,55,0.75,0,0
71,56,0.75,0,0
71,66,0.476429,0,0
71,67,0.463685,0,0
71,68,0.308789,0,0
71,71,0.250194,0,0
71,72,0.25,0,0
71,73,0.25,0,0
71,83,0.629755,0,0.457043
71,84,0.467423,0,0.464478
71,85,0.317275,0,0.493724
71,86,0.270633,0,0.499835
71,89,0.250324,0,0.749353
71,90,0.255294,0,0.749724
71,91,0.322181,0,0.689801
71,92,0.455427,0,0.552207
71,93,0.5221,0,0.523566
72,0,0.5,0,0
72,1,0.5,0,0
72,2,0.5,0,0
72,12,0.999944,0,0
72,13,0.999989,0,0
72,19,0.250146,0,0
72,20,0.250174,0,0
72,29,0.5,0,0
72,39,1,0,0
72,48,0.250056,0,0
72,55,0.75,0,0
72,56,0.75,0,0
72,64,0.252606,0,0
72,65,0.286909,0,0
72,68,0.447319,0,0
72,73,0.25,0,0
72,74,0.25,0,0
72,75,0.25,0,0
72,84,0.466566,0,0.358629
72,85,0.345819,0,0.453394
72,86,0.267955,0,0.492994
72,87,0.250434,0,0.536005
72,88,0.261314,0,0.700043
72,89,0.2856,0,0.749312
72,90,0.310205,0,0.749945
72,91,0.355096,0,0.718121
72,92,0.503671,0,0.581138
72,93,0.590295,0,0.594978
73,0,0.5,0,0
73,1,0.5,0,0
73,2,0.500073,0,0
73,12,0.988658,0,0
73,13,0.994675,0,0
73,19,0.282703,0,0
73,20,0.292096,0,0
73,29,0.500112,0,0
73,39,1,0,0
73,48,0.27594,0,0
73,55,0.75,0,0
73,56,0.75,0,0
73,62,0.25,0,0
73,63,0.25,0,0
73,64,0.250039,0,0
73,65,0.251345,0,0
73,68,0.499671,0,0
73,75,0.25,0,0
73,76,0.25,0,0
73,83,0.500038,0,0.263231
73,84,0.497852,0,0.278914
73,87,0.284083,0,0.581369
73,88,0.36346,0,0.743133
73,89,0.39905,0,0.749702
73,90,0.420513,0,0.749999
73,91,0.464862,0,0.748562
73,92,0.571567,0,0.702794
73,93,0.667604,0,0.684928
73,94,0.754774,0,0.754858
74,0,0.5,0,0
74,1,0.501013,0,0
74,12,0.918446,0,0
74,19,0.420415,0,0
74,20,0.452471,0,0
74,29,0.520983,0,0
74,38,0.988402,0,0
74,39,0.999292,0,0
74,48,0.422706,0,0
74,55,0.75,0,0
74,56,0.747772,0,0
74,60,0.253052,0,0
74,61,0.25,0,0
74,62,0.25,0,0
74,69,0.500072,0,0
74,70,0.500411,0,0
74,76,0.25,0,0
74,77,0.25,0,0
74,78,0.251573,0,0
74,82,0.5,0,0.242762
74,83,0.5,0,0.249847
74,89,0.474019,0,0.749983
74,90,0.489871,0,0.750929
74,91,0.523235,0,0.773767
74,92,0.604491,0,0.821593
74,93,0.776554,0,0.825472
74,94,0.886776,0,0.88759
74,95,0.915831,0,0.915821
75,0,0.500451,0,0
75,1,0.528431,0,0
75,12,0.779955,0,0
75,19,0.499361,0,0
75,20,0.499382,0,0
75,28,0.514889,0,0
75,29,0.581401,0,0
75,38,0.899875,0,0
75,47,0.502471,0,0
75,48,0.55359,0,0
75,54,0.75,0,0
75,55,0.74985,0,0
75,56,0.703587,0,0
75,59,0.423058,0,0
75,60,0.308396,0,0
75,61,0.250188,0,0
75,69,0.536661,0,0
75,70,0.570656,0,0
75,77,0.250054,0,0
75,78,0.280788,0,0
75,79,0.431911,0,0
75,82,0.499925,0,0.142942
75,83,0.499641,0,0.2389
75,91,0.612429,0,0.862429
75,92,0.695324,0,0.943611
75,93,0.824831,0,0.970241
75,94,0.943056,0,0.961351
75,95,0.975092,0,0.969185
76,0,0.522779,0,0
76,1,0.600103,0,0
76,2,0.712006,0,0
76,3,0.749391,0,0
76,4,0.781517,0,0
76,5,0.930752,0,0
76,6,0.999679,0,0
76,7,1,0,0
76,8,1,0,0
76,9,0.999665,0,0
76,10,0.936953,0,0
76,11,0.79501,0,0
76,12,0.75025,0,0
76,13,0.75022,0,0
76,14,0.749658,0,0
76,15,0.676509,0,0
76,16,0.541257,0,0
76,17,0.499659,0,0
76,18,0.488917,0,0
76,19,0.464625,0,0
76,20,0.451937,0,0
76,21,0.407731,0,0
76,22,0.272432,0,0
76,23,0.250025,0,0
76,24,0.250078,0,0
76,25,0.276838,0,0
76,26,0.416322,0,0
76,27,0.49035,0,0
76,28,0.537452,0,0
76,29,0.636375,0,0
76,30,0.726087,0,0
76,31,0.811318,0,0
76,32,0.953483,0,0
76,33,0.999843,0,0
76,34,0.999681,0,0
76,35,0.892673,0,0
76,36,0.569172,0,0
76,37,0.522122,0,0
76,38,0.566021,0,0
76,47,0.538509,0,0
76,54,0.75,0,0
76,55,0.749343,0,0
76,56,0.657016,0,0
76,57,0.530465,0,0
76,58,0.500037,0,0
76,60,0.382441,0,0
76,70,0.709556,0,0
76,79,0.469315,0,0
76,80,0.499386,0,3.53713e-06
76,81,0.499184,0,0.00266508
76,82,0.465705,0,0.061222
76,92,0.754033,0,0.983761
76,93,0.83049,0,0.955105
76,94,0.955508,0,0.935972
76,95,0.967878,0,0.903599
76,96,0.915041,0,0.777225
77,0,0.604807,0,0
77,1,0.672649,0,0
77,2,0.739827,0,0
77,3,0.750103,0,0
77,4,0.786543,0,0
77,5,0.941234,0,0
77,6,0.999771,0,0
77,7,1,0,0
77,19,0.341534,0,0
77,20,0.30342,0,0
77,21,0.278833,0,0
77,22,0.250827,0,0
77,23,0.25,0,0
77,24,0.250178,0,0
77,25,0.285383,0,0
77,26,0.405367,0,0
77,27,0.508123,0,0
77,28,0.586735,0,0
77,29,0.691552,0,0
77,30,0.750708,0,0
77,31,0.788884,0,0
77,32,0.955777,0,0
77,33,0.999885,0,0
77,34,0.999356,0,0
77,35,0.857809,0,0
77,36,0.570521,0,0
77,37,0.499862,0,0
77,38,0.426536,0,0
77,39,0.293336,0,0
77,40,0.250597,0,0
77,41,0.25,0,0
77,42,0.25,0,0
77,43,0.250275,0,0
77,44,0.298874,0,0
77,45,0.435558,0,0
77,46,0.500462,0,0
77,47,0.578449,0,0
77,48,0.699592,0,0
77,49,0.748405,0,0
77,50,0.75,0,0
77,51,0.75,0,0
77,52,0.75,0,0
77,53,0.75,0,0
77,54,0.75,0,0
77,55,0.749919,0,0
77,56,0.710499,0,0
77,57,0.541726,0,0
77,60,0.363592,0,0
77,61,0.25046,0,0
77,70,0.749782,0,0
77,71,0.749955,0,0
77,80,0.53683,0,4.38827e-05
77,81,0.496445,0,0.0204254
77,82,0.346651,0,0.156335
77,92,0.818532,0,0.931448
77,93,0.902037,0,0.849037
77,94,0.970509,0,0.78888
77,95,0.943823,0,0.728372
77,96,0.816822,0,0.462747
77,97,0.75159,0,0.292447
78,0,0.748535,0,0
78,1,0.749412,0,0
78,19,0.256622,0,0
78,20,0.250424,0,0
78,28,0.699838,0,0
78,29,0.759711,0,0
78,38,0.449138,0,0
78,47,0.539773,0,0
78,53,0.749925,0,0
78,54,0.749804,0,0
78,55,0.749819,0,0
78,61,0.25,0,0
78,71,0.75,0,0
78,72,0.75,0,0
78,80,0.679102,0,0.000235641
78,81,0.575062,0,0.0565591
78,82,0.306742,0,0.215466
78,83,0.250504,0,0.25011
78,84,0.250004,0,0.262223
78,93,0.977571,0,0.772078
